Core_Node_ID,MM_AttachedUEs,SM_ActivePDUSessions,CPU_Load,Timestamp
MME_001,5310,3068,54.46774536759959,2026-01-01T00:00:00+00:00
MME_001,5252,3145,59.791042288663455,2026-01-01T00:15:00+00:00
MME_001,5248,3153,58.52052521119141,2026-01-01T00:30:00+00:00
MME_001,4960,3037,57.10705755593912,2026-01-01T00:45:00+00:00
MME_001,5080,2863,53.8459593096282,2026-01-01T01:00:00+00:00
MME_001,4587,2915,49.59911572570686,2026-01-01T01:15:00+00:00
MME_001,4368,2703,51.012676134491606,2026-01-01T01:30:00+00:00
MME_001,4277,2005,48.353139803138305,2026-01-01T01:45:00+00:00
MME_001,4046,2479,44.89634471481748,2026-01-01T02:00:00+00:00
MME_001,3814,2248,42.49065064973488,2026-01-01T02:15:00+00:00
MME_001,3620,2137,42.57175113087246,2026-01-01T02:30:00+00:00
MME_001,3480,2105,37.67356467586173,2026-01-01T02:45:00+00:00
MME_001,3397,2013,34.173413051915496,2026-01-01T03:00:00+00:00
MME_001,3268,1871,32.89316190743423,2026-01-01T03:15:00+00:00
MME_001,3126,1800,32.68509357672734,2026-01-01T03:30:00+00:00
MME_001,3000,1830,32.645518084546666,2026-01-01T03:45:00+00:00
MME_001,3000,1819,30.0,2026-01-01T04:00:00+00:00
MME_001,3000,1921,31.722418155079207,2026-01-01T04:15:00+00:00
MME_001,3000,1912,33.061848554226685,2026-01-01T04:30:00+00:00
MME_001,3169,1956,34.98200734447426,2026-01-01T04:45:00+00:00
MME_001,3461,2068,37.321530987693265,2026-01-01T05:00:00+00:00
MME_001,3479,2165,39.02679653837699,2026-01-01T05:15:00+00:00
MME_001,3916,2344,40.04392147502566,2026-01-01T05:30:00+00:00
MME_001,4020,2335,44.69616258542132,2026-01-01T05:45:00+00:00
MME_001,4288,2649,45.74845807030098,2026-01-01T06:00:00+00:00
MME_001,4495,2709,47.49410926167087,2026-01-01T06:15:00+00:00
MME_001,4886,2805,52.57559725054756,2026-01-01T06:30:00+00:00
MME_001,4989,3003,54.73053337777015,2026-01-01T06:45:00+00:00
MME_001,5181,3117,58.080359767804964,2026-01-01T07:00:00+00:00
MME_001,5393,3170,59.58399783371989,2026-01-01T07:15:00+00:00
MME_001,5569,3211,61.87344279818229,2026-01-01T07:30:00+00:00
MME_001,5607,3312,64.63054641540938,2026-01-01T07:45:00+00:00
MME_001,5685,3495,69.79301384608405,2026-01-01T08:00:00+00:00
MME_001,5638,3498,73.93814252244024,2026-01-01T08:15:00+00:00
MME_001,5966,3691,74.42376429606561,2026-01-01T08:30:00+00:00
MME_001,6251,3807,90.0,2026-01-01T08:45:00+00:00
MME_001,6364,3934,78.75545507881908,2026-01-01T09:00:00+00:00
MME_001,6559,4457,79.51252223202826,2026-01-01T09:15:00+00:00
MME_001,6728,4044,79.26483714937632,2026-01-01T09:30:00+00:00
MME_001,6942,4155,82.79356587652629,2026-01-01T09:45:00+00:00
MME_001,7029,4146,85.22376444225812,2026-01-01T10:00:00+00:00
MME_001,7204,4254,85.93672652048221,2026-01-01T10:15:00+00:00
MME_001,7148,4237,83.59077076094445,2026-01-01T10:30:00+00:00
MME_001,7169,4324,82.3070993030413,2026-01-01T10:45:00+00:00
MME_001,7138,4254,87.30935164506317,2026-01-01T11:00:00+00:00
MME_001,7311,4384,85.36176724550084,2026-01-01T11:15:00+00:00
MME_001,7123,4412,87.21723964668044,2026-01-01T11:30:00+00:00
MME_001,7457,4379,83.00516871314505,2026-01-01T11:45:00+00:00
MME_001,7398,4394,83.66053881066864,2026-01-01T12:00:00+00:00
MME_001,7386,4436,89.17730211092736,2026-01-01T12:15:00+00:00
MME_001,7326,4466,88.63147796028163,2026-01-01T12:30:00+00:00
MME_001,7500,4500,90.0,2026-01-01T12:45:00+00:00
MME_001,7432,4494,87.2213568085741,2026-01-01T13:00:00+00:00
MME_001,7399,4500,88.37142646694109,2026-01-01T13:15:00+00:00
MME_001,7275,4488,86.42668995416898,2026-01-01T13:30:00+00:00
MME_001,7352,4500,88.2797676901644,2026-01-01T13:45:00+00:00
MME_001,7387,4500,88.7734680697642,2026-01-01T14:00:00+00:00
MME_001,7282,4418,90.0,2026-01-01T14:15:00+00:00
MME_001,7471,4500,89.98241453028933,2026-01-01T14:30:00+00:00
MME_001,6820,4500,90.0,2026-01-01T14:45:00+00:00
MME_001,7500,4500,87.99957345250185,2026-01-01T15:00:00+00:00
MME_001,7383,4500,88.52720263134826,2026-01-01T15:15:00+00:00
MME_001,7500,4386,86.23449624331715,2026-01-01T15:30:00+00:00
MME_001,7428,4342,84.81704618375316,2026-01-01T15:45:00+00:00
MME_001,7212,4356,85.23990079993892,2026-01-01T16:00:00+00:00
MME_001,7178,4327,88.01568173931871,2026-01-01T16:15:00+00:00
MME_001,7221,4272,84.32240293803977,2026-01-01T16:30:00+00:00
MME_001,7125,4299,85.88245342861543,2026-01-01T16:45:00+00:00
MME_001,7029,4213,84.00855978435585,2026-01-01T17:00:00+00:00
MME_001,6878,4137,84.28711569871405,2026-01-01T17:15:00+00:00
MME_001,6791,4092,82.87145416858664,2026-01-01T17:30:00+00:00
MME_001,6820,4066,81.66159544927679,2026-01-01T17:45:00+00:00
MME_001,6826,4103,83.13341517189028,2026-01-01T18:00:00+00:00
MME_001,6734,3989,83.2909994040947,2026-01-01T18:15:00+00:00
MME_001,6661,4093,82.56854311861852,2026-01-01T18:30:00+00:00
MME_001,6713,3990,79.16399823964566,2026-01-01T18:45:00+00:00
MME_001,6768,3940,81.90243013333986,2026-01-01T19:00:00+00:00
MME_001,6588,4074,78.06334202665538,2026-01-01T19:15:00+00:00
MME_001,6322,3878,75.37811750412962,2026-01-01T19:30:00+00:00
MME_001,6458,3835,75.753551780302,2026-01-01T19:45:00+00:00
MME_001,6128,3807,78.70225683602749,2026-01-01T20:00:00+00:00
MME_001,6255,3768,76.83485803100608,2026-01-01T20:15:00+00:00
MME_001,5804,3631,76.24419293605641,2026-01-01T20:30:00+00:00
MME_001,6063,3647,70.6332706089569,2026-01-01T20:45:00+00:00
MME_001,6552,3534,72.08562758957903,2026-01-01T21:00:00+00:00
MME_001,5872,3370,70.31717659499941,2026-01-01T21:15:00+00:00
MME_001,5659,3153,64.97927715401784,2026-01-01T21:30:00+00:00
MME_001,5408,3177,60.13233142170284,2026-01-01T21:45:00+00:00
MME_001,5252,3108,59.11681292205114,2026-01-01T22:00:00+00:00
MME_001,5056,3094,57.292908752296,2026-01-01T22:15:00+00:00
MME_001,5131,3111,57.11123817399157,2026-01-01T22:30:00+00:00
MME_001,5234,3132,58.937649042087074,2026-01-01T22:45:00+00:00
MME_001,4980,3148,61.22400264920647,2026-01-01T23:00:00+00:00
MME_001,5167,3201,60.212108324612274,2026-01-01T23:15:00+00:00
MME_001,5279,3158,59.715228135795854,2026-01-01T23:30:00+00:00
MME_001,5092,3138,59.89613928699311,2026-01-01T23:45:00+00:00
MME_001,5190,3111,59.14357804043744,2026-01-02T00:00:00+00:00
MME_001,5129,3169,59.94866560824299,2026-01-02T00:15:00+00:00
MME_001,5082,3025,58.67306396134368,2026-01-02T00:30:00+00:00
MME_001,5003,3048,57.55284720380086,2026-01-02T00:45:00+00:00
MME_001,4835,2989,51.850351886111966,2026-01-02T01:00:00+00:00
MME_001,4676,2877,49.7168690297477,2026-01-02T01:15:00+00:00
MME_001,4481,2656,49.9131180757311,2026-01-02T01:30:00+00:00
MME_001,4274,2607,51.36915897947546,2026-01-02T01:45:00+00:00
MME_001,4230,2467,45.517857772882515,2026-01-02T02:00:00+00:00
MME_001,3975,2339,42.12339560138888,2026-01-02T02:15:00+00:00
MME_001,3638,2141,36.35022190065743,2026-01-02T02:30:00+00:00
MME_001,3634,2066,34.50006680581792,2026-01-02T02:45:00+00:00
MME_001,3320,1996,31.861556031190453,2026-01-02T03:00:00+00:00
MME_001,3329,1934,30.198717292891118,2026-01-02T03:15:00+00:00
MME_001,3093,1855,33.848945818487714,2026-01-02T03:30:00+00:00
MME_001,3553,1823,30.0,2026-01-02T03:45:00+00:00
MME_001,3000,1800,30.0,2026-01-02T04:00:00+00:00
MME_001,3000,1804,30.0,2026-01-02T04:15:00+00:00
MME_001,3035,1889,30.0,2026-01-02T04:30:00+00:00
MME_001,3261,2004,31.934876996414335,2026-01-02T04:45:00+00:00
MME_001,3350,2058,34.23112253943171,2026-01-02T05:00:00+00:00
MME_001,3626,2106,38.11286035944816,2026-01-02T05:15:00+00:00
MME_001,3795,2271,41.99899122372915,2026-01-02T05:30:00+00:00
MME_001,4134,2493,47.53274547178369,2026-01-02T05:45:00+00:00
MME_001,4273,2694,51.35726448844223,2026-01-02T06:00:00+00:00
MME_001,4726,2712,50.22197107030039,2026-01-02T06:15:00+00:00
MME_001,4868,2941,57.109555665908374,2026-01-02T06:30:00+00:00
MME_001,4858,3052,57.66754287396129,2026-01-02T06:45:00+00:00
MME_001,5124,3131,56.70069789558978,2026-01-02T07:00:00+00:00
MME_001,5398,3193,64.24711518744783,2026-01-02T07:15:00+00:00
MME_001,5515,3332,64.70687550664023,2026-01-02T07:30:00+00:00
MME_001,5572,3328,66.0194410577083,2026-01-02T07:45:00+00:00
MME_001,5485,3444,68.49931709269102,2026-01-02T08:00:00+00:00
MME_001,5988,3531,70.53484512161796,2026-01-02T08:15:00+00:00
MME_001,6283,3676,74.71265497619339,2026-01-02T08:30:00+00:00
MME_001,6424,3766,77.46693863723702,2026-01-02T08:45:00+00:00
MME_001,6454,3829,78.5644646264504,2026-01-02T09:00:00+00:00
MME_001,6747,4020,79.63050797220376,2026-01-02T09:15:00+00:00
MME_001,6691,4145,82.48306507785222,2026-01-02T09:30:00+00:00
MME_001,6858,4171,83.14892210923489,2026-01-02T09:45:00+00:00
MME_001,7058,4190,84.10087891800491,2026-01-02T10:00:00+00:00
MME_001,7154,4223,82.72900502492688,2026-01-02T10:15:00+00:00
MME_001,7124,4300,83.20747558064652,2026-01-02T10:30:00+00:00
MME_001,7161,4393,84.66143028412978,2026-01-02T10:45:00+00:00
MME_001,7044,4347,86.90803670085464,2026-01-02T11:00:00+00:00
MME_001,7096,4347,89.06566623317207,2026-01-02T11:15:00+00:00
MME_001,7172,3842,88.14312183310912,2026-01-02T11:30:00+00:00
MME_001,7167,4359,87.60013210391025,2026-01-02T11:45:00+00:00
MME_001,7389,4392,90.0,2026-01-02T12:00:00+00:00
MME_001,7341,4428,89.94900560447677,2026-01-02T12:15:00+00:00
MME_001,7406,4340,90.0,2026-01-02T12:30:00+00:00
MME_001,7349,4500,88.80753058508893,2026-01-02T12:45:00+00:00
MME_001,7489,4430,88.36866991315057,2026-01-02T13:00:00+00:00
MME_001,7500,4484,90.0,2026-01-02T13:15:00+00:00
MME_001,7479,4473,87.49543074212083,2026-01-02T13:30:00+00:00
MME_001,7500,4413,89.37339166022907,2026-01-02T13:45:00+00:00
MME_001,7409,4500,89.08693196309804,2026-01-02T14:00:00+00:00
MME_001,7500,4429,90.0,2026-01-02T14:15:00+00:00
MME_001,7341,4469,88.45032172329898,2026-01-02T14:30:00+00:00
MME_001,7500,4452,88.71891847076114,2026-01-02T14:45:00+00:00
MME_001,7500,4382,87.80523552091718,2026-01-02T15:00:00+00:00
MME_001,7500,4328,89.92366223987098,2026-01-02T15:15:00+00:00
MME_001,7381,4390,87.64512457214084,2026-01-02T15:30:00+00:00
MME_001,7253,4376,88.58728618397086,2026-01-02T15:45:00+00:00
MME_001,7206,4396,89.06191424729886,2026-01-02T16:00:00+00:00
MME_001,7104,4247,86.8130879932054,2026-01-02T16:15:00+00:00
MME_001,7141,4228,85.10362066651837,2026-01-02T16:30:00+00:00
MME_001,6876,4127,85.76853257106094,2026-01-02T16:45:00+00:00
MME_001,6869,4128,81.56007440594392,2026-01-02T17:00:00+00:00
MME_001,6879,4069,80.8834429328113,2026-01-02T17:15:00+00:00
MME_001,6821,4162,86.06583711015068,2026-01-02T17:30:00+00:00
MME_001,6849,4126,84.56452635014708,2026-01-02T17:45:00+00:00
MME_001,6517,4098,82.52291470776618,2026-01-02T18:00:00+00:00
MME_001,6643,4033,81.93914839219865,2026-01-02T18:15:00+00:00
MME_001,6637,4042,81.39208519360179,2026-01-02T18:30:00+00:00
MME_001,6626,3974,79.65745865629353,2026-01-02T18:45:00+00:00
MME_001,6500,3856,80.230672502048,2026-01-02T19:00:00+00:00
MME_001,6435,3872,79.61612773722489,2026-01-02T19:15:00+00:00
MME_001,6275,3950,79.50661162680954,2026-01-02T19:30:00+00:00
MME_001,6403,3945,78.00827496636941,2026-01-02T19:45:00+00:00
MME_001,6335,3728,75.42236348139583,2026-01-02T20:00:00+00:00
MME_001,6203,3760,72.51292034132894,2026-01-02T20:15:00+00:00
MME_001,6272,3794,75.04920942614568,2026-01-02T20:30:00+00:00
MME_001,6213,3637,73.39175749817831,2026-01-02T20:45:00+00:00
MME_001,5986,3507,74.81462534804866,2026-01-02T21:00:00+00:00
MME_001,5780,3455,71.67710835877084,2026-01-02T21:15:00+00:00
MME_001,5498,3319,65.78597149295496,2026-01-02T21:30:00+00:00
MME_001,5290,3069,64.55708772133275,2026-01-02T21:45:00+00:00
MME_001,5137,2964,62.20824666126777,2026-01-02T22:00:00+00:00
MME_001,5225,2999,60.68909759723036,2026-01-02T22:15:00+00:00
MME_001,5341,3028,61.73441861041727,2026-01-02T22:30:00+00:00
MME_001,5273,3104,59.01304747601805,2026-01-02T22:45:00+00:00
MME_001,5050,3213,60.98542770869367,2026-01-02T23:00:00+00:00
MME_001,5240,3117,59.74377006392259,2026-01-02T23:15:00+00:00
MME_001,5121,3117,59.85626549259742,2026-01-02T23:30:00+00:00
MME_001,5238,3195,59.356459053049896,2026-01-02T23:45:00+00:00
MME_001,5227,3145,59.81153121431496,2026-01-03T00:00:00+00:00
UPF_001,5114,3193,60.3484659476884,2026-01-01T00:00:00+00:00
UPF_001,5242,3109,59.43945813999906,2026-01-01T00:15:00+00:00
UPF_001,5255,3056,54.15272826112445,2026-01-01T00:30:00+00:00
UPF_001,5063,2991,56.97748111934279,2026-01-01T00:45:00+00:00
UPF_001,4772,2864,59.440889291817626,2026-01-01T01:00:00+00:00
UPF_001,4858,2697,53.511872682004025,2026-01-01T01:15:00+00:00
UPF_001,4506,2719,50.57816150682432,2026-01-01T01:30:00+00:00
UPF_001,3342,2601,48.4294455182201,2026-01-01T01:45:00+00:00
UPF_001,4133,2456,44.493949239966966,2026-01-01T02:00:00+00:00
UPF_001,3747,2346,52.09894420343845,2026-01-01T02:15:00+00:00
UPF_001,3562,2321,42.57685686390243,2026-01-01T02:30:00+00:00
UPF_001,3509,2130,40.80744941459024,2026-01-01T02:45:00+00:00
UPF_001,3355,1988,36.050548260024385,2026-01-01T03:00:00+00:00
UPF_001,3118,1926,32.65202723177592,2026-01-01T03:15:00+00:00
UPF_001,3000,1903,31.419869192156657,2026-01-01T03:30:00+00:00
UPF_001,3050,1901,30.0,2026-01-01T03:45:00+00:00
UPF_001,3032,1800,30.0,2026-01-01T04:00:00+00:00
UPF_001,3202,1863,30.19989876003348,2026-01-01T04:15:00+00:00
UPF_001,3188,1924,35.06399604067873,2026-01-01T04:30:00+00:00
UPF_001,3260,2012,34.83585795730611,2026-01-01T04:45:00+00:00
UPF_001,3446,2121,36.76192269730364,2026-01-01T05:00:00+00:00
UPF_001,3609,2213,37.96867884909471,2026-01-01T05:15:00+00:00
UPF_001,3907,2284,42.77888040895134,2026-01-01T05:30:00+00:00
UPF_001,3891,2479,47.85649893523881,2026-01-01T05:45:00+00:00
UPF_001,4415,2551,49.28731999974528,2026-01-01T06:00:00+00:00
UPF_001,4515,2644,55.619244491230575,2026-01-01T06:15:00+00:00
UPF_001,4675,2846,54.985099816027386,2026-01-01T06:30:00+00:00
UPF_001,5005,2942,55.02308842331916,2026-01-01T06:45:00+00:00
UPF_001,5196,3070,62.37413871488481,2026-01-01T07:00:00+00:00
UPF_001,5284,3125,62.84520289953296,2026-01-01T07:15:00+00:00
UPF_001,5353,3201,64.22275040191707,2026-01-01T07:30:00+00:00
UPF_001,5520,3294,62.60342935571646,2026-01-01T07:45:00+00:00
UPF_001,5826,3476,69.5669439134652,2026-01-01T08:00:00+00:00
UPF_001,5830,3637,72.01488893652318,2026-01-01T08:15:00+00:00
UPF_001,6153,3683,75.41946850567359,2026-01-01T08:30:00+00:00
UPF_001,6345,3801,79.30005267780793,2026-01-01T08:45:00+00:00
UPF_001,6558,3905,77.57001377838506,2026-01-01T09:00:00+00:00
UPF_001,7428,3969,80.35823193464314,2026-01-01T09:15:00+00:00
UPF_001,6740,3995,82.51708279816727,2026-01-01T09:30:00+00:00
UPF_001,6926,4142,83.73490309143072,2026-01-01T09:45:00+00:00
UPF_001,6911,4241,84.26545381086964,2026-01-01T10:00:00+00:00
UPF_001,7090,4276,86.42617771973448,2026-01-01T10:15:00+00:00
UPF_001,7062,4207,84.00207467662251,2026-01-01T10:30:00+00:00
UPF_001,7207,4173,86.51565233584444,2026-01-01T10:45:00+00:00
UPF_001,7090,4351,83.84784331174684,2026-01-01T11:00:00+00:00
UPF_001,7308,4294,89.50172790435172,2026-01-01T11:15:00+00:00
UPF_001,7354,4365,88.25247012955234,2026-01-01T11:30:00+00:00
UPF_001,7299,4230,90.0,2026-01-01T11:45:00+00:00
UPF_001,7323,4259,89.97443072561045,2026-01-01T12:00:00+00:00
UPF_001,7393,4451,85.05988933938397,2026-01-01T12:15:00+00:00
UPF_001,7444,4438,90.0,2026-01-01T12:30:00+00:00
UPF_001,7500,4500,90.0,2026-01-01T12:45:00+00:00
UPF_001,7491,4399,90.0,2026-01-01T13:00:00+00:00
