Device_ID,Interface_ID,Bandwidth_Utilization_Out,Packet_Loss_Percent,Latency_ms,Jitter_ms,Timestamp
RTR_004,eth1,57.627207565144815,0.3875649484640758,15.986711252030105,1.9586012936872705,2026-01-01T00:00:00+00:00
RTR_004,eth1,56.7861608764211,0.44391885386341173,15.780267955100738,1.8888446445862883,2026-01-01T00:15:00+00:00
RTR_004,eth1,55.73945367695089,0.5161260488404437,15.453609957538893,1.8496603064987025,2026-01-01T00:30:00+00:00
RTR_004,eth1,51.060260253836546,0.47174420172743214,15.776317336692072,1.9644546793641198,2026-01-01T00:45:00+00:00
RTR_004,eth1,51.271134812898175,0.39835935865498767,15.292285207554341,2.1512119340463633,2026-01-01T01:00:00+00:00
RTR_004,eth1,47.901876984611725,0.6693100981756187,14.094201170348052,2.0247360159445345,2026-01-01T01:15:00+00:00
RTR_004,eth1,43.4656283448567,0.22513180952750056,14.601186002917675,1.7604829279791931,2026-01-01T01:30:00+00:00
RTR_004,eth1,39.26924948338876,0.563449833177802,13.064524295850891,2.003918481997857,2026-01-01T01:45:00+00:00
RTR_004,eth1,36.85618314738531,0.4348965379622125,12.005814894830044,1.91178307042805,2026-01-01T02:00:00+00:00
RTR_004,eth1,30.67989645751479,0.4262118882051219,10.012017490530269,1.940580272367514,2026-01-01T02:15:00+00:00
RTR_004,eth1,31.469571437774913,0.5274395829273204,11.080510222787872,2.256602112870317,2026-01-01T02:30:00+00:00
RTR_004,eth1,28.199945014110195,0.4975208600899824,9.788034552421378,2.4913112062319342,2026-01-01T02:45:00+00:00
RTR_004,eth1,24.764849009395633,0.5833033649500112,8.50111031772165,2.236838189019424,2026-01-01T03:00:00+00:00
RTR_004,eth1,21.352191231453773,0.6619222457915074,8.356407314127475,2.2240843594755457,2026-01-01T03:15:00+00:00
RTR_004,eth1,20.10073547187605,0.44538429428568654,8.578676511913365,1.8409535222651243,2026-01-01T03:30:00+00:00
RTR_004,eth1,21.538253301908505,0.3654477903587005,8.094081312227686,2.180925562984556,2026-01-01T03:45:00+00:00
RTR_004,eth1,20.0,0.5501546734329313,8.246755264981127,1.8471169767163977,2026-01-01T04:00:00+00:00
RTR_004,eth1,20.015220088124043,0.5117106545525689,8.0,1.9770218639610366,2026-01-01T04:15:00+00:00
RTR_004,eth1,20.99465772906218,0.5619188016313503,8.582112476014396,2.1041513607379962,2026-01-01T04:30:00+00:00
RTR_004,eth1,20.33346703430523,0.6326913243493058,8.66725966892427,1.982585495407682,2026-01-01T04:45:00+00:00
RTR_004,eth1,28.76233561256728,0.6499973505138661,10.107169984245992,1.7412235349881162,2026-01-01T05:00:00+00:00
RTR_004,eth1,31.36478157589576,0.394045166019666,11.279013891078328,1.9698531592639725,2026-01-01T05:15:00+00:00
RTR_004,eth1,32.7144493588365,0.5209544933353736,10.865974750801076,2.1349787106149933,2026-01-01T05:30:00+00:00
RTR_004,eth1,36.028820640255965,0.6364725553729155,11.958180964267195,1.7619392337326123,2026-01-01T05:45:00+00:00
RTR_004,eth1,42.040979467987064,0.5241162185062388,12.86563318210556,1.913731406732395,2026-01-01T06:00:00+00:00
RTR_004,eth1,45.4488290010436,0.4370740063254013,13.759946437403741,2.2069298528816144,2026-01-01T06:15:00+00:00
RTR_004,eth1,45.00465625695333,0.39989285405027736,14.437531857623194,2.357512053341196,2026-01-01T06:30:00+00:00
